ID,patient_group_id,parameter,issue_type,severity,raw_value,detail
9301127865,9301127865,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
9301127865,9301127865,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
9301133685,9301133685,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
9301133685,9301133685,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
9301133685,9301133685,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
9301133685,9301133685,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
9301133685,9301133685,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
9301147034,9301147034,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
9301147034,9301147034,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
9301159257,9301159257,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
9301159257,9301159257,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
9301197860,9301197860,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
9301197860,9301197860,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
9301197860,9301197860,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
9301197860,9301197860,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
9301197860,9301197860,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A000010548,A000010548,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000010548,A000010548,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
A000104693,A000104693,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000104693,A000104693,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
A000119489,A000119489,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000119489,A000119489,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
A000137479,A000137479,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000137479,A000137479,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
A000181243-1,A000181243,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000181243-1,A000181243,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
A000184787,A000184787,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A000184787,A000184787,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A000184787,A000184787,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000184787,A000184787,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A000184787,A000184787,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A000222758,A000222758,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A000222758,A000222758,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A000222758,A000222758,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000222758,A000222758,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A000222758,A000222758,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A000247949,A000247949,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A000247949,A000247949,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A000247949,A000247949,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000247949,A000247949,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A000247949,A000247949,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A000267871,A000267871,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000267871,A000267871,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
A000275458,A000275458,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A000275458,A000275458,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A000275458,A000275458,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000275458,A000275458,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A000275458,A000275458,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A000289791,A000289791,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A000289791,A000289791,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A000289791,A000289791,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000289791,A000289791,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A000289791,A000289791,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A000314982,A000314982,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000314982,A000314982,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
A000327597,A000327597,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A000327597,A000327597,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A000327597,A000327597,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000327597,A000327597,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A000327597,A000327597,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A000330769,A000330769,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000330769,A000330769,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
A000441933,A000441933,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A000441933,A000441933,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A000441933,A000441933,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000441933,A000441933,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A000441933,A000441933,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A000454833,A000454833,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A000454833,A000454833,ExposureBiasValue,outside_plausible_range_-10_to_10,invalid,-25,field_rule
A000454833,A000454833,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A000454833,A000454833,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000454833,A000454833,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A000454833,A000454833,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A000463768,A000463768,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A000463768,A000463768,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A000463768,A000463768,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000463768,A000463768,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A000463768,A000463768,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A000477213,A000477213,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000477213,A000477213,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
A000487005,A000487005,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000487005,A000487005,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
A000502944,A000502944,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A000502944,A000502944,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A000502944,A000502944,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000502944,A000502944,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A000502944,A000502944,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A000523219,A000523219,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A000523219,A000523219,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A000523219,A000523219,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000523219,A000523219,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A000523219,A000523219,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A000542034,A000542034,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A000542034,A000542034,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A000542034,A000542034,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000542034,A000542034,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A000542034,A000542034,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A000589687,A000589687,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A000589687,A000589687,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A000589687,A000589687,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000589687,A000589687,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A000589687,A000589687,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A000590309,A000590309,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000590309,A000590309,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
A000733898,A000733898,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A000733898,A000733898,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A000733898,A000733898,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000733898,A000733898,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A000733898,A000733898,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A000808977,A000808977,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A000808977,A000808977,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A000808977,A000808977,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000808977,A000808977,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A000808977,A000808977,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A000822630,A000822630,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000822630,A000822630,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
A000827083,A000827083,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A000827083,A000827083,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A000827083,A000827083,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000827083,A000827083,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A000827083,A000827083,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A000829808,A000829808,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A000829808,A000829808,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A000829808,A000829808,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000829808,A000829808,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A000829808,A000829808,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A000913952,A000913952,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A000913952,A000913952,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
A001027349,A001027349,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001027349,A001027349,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
A001028520,A001028520,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001028520,A001028520,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001028520,A001028520,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001028520,A001028520,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001028520,A001028520,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001047729,A001047729,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001047729,A001047729,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
A001074268,A001074268,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001074268,A001074268,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
A001083428,A001083428,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001083428,A001083428,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
A001092475,A001092475,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001092475,A001092475,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001092475,A001092475,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001092475,A001092475,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001092475,A001092475,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001093486,A001093486,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001093486,A001093486,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001093486,A001093486,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001093486,A001093486,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001093486,A001093486,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001109618,A001109618,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001109618,A001109618,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001109618,A001109618,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001109618,A001109618,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001109618,A001109618,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001126672,A001126672,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001126672,A001126672,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001126672,A001126672,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001126672,A001126672,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001126672,A001126672,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001162446,A001162446,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001162446,A001162446,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001162446,A001162446,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001162446,A001162446,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001162446,A001162446,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001168424,A001168424,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001168424,A001168424,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
A001189410,A001189410,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001189410,A001189410,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001189410,A001189410,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001189410,A001189410,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001189410,A001189410,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001199299,A001199299,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001199299,A001199299,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001199299,A001199299,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001199299,A001199299,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001199299,A001199299,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001238999,A001238999,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001238999,A001238999,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001238999,A001238999,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001238999,A001238999,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001238999,A001238999,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001250372,A001250372,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001250372,A001250372,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001250372,A001250372,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001250372,A001250372,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001250372,A001250372,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001259001,A001259001,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001259001,A001259001,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001259001,A001259001,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001259001,A001259001,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001259001,A001259001,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001262064,A001262064,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001262064,A001262064,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
A001266125,A001266125,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001266125,A001266125,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
A001332832-1,A001332832,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001332832-1,A001332832,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001332832-1,A001332832,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001332832-1,A001332832,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001332832-1,A001332832,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001344516,A001344516,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001344516,A001344516,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001344516,A001344516,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001344516,A001344516,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001344516,A001344516,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001367900,A001367900,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001367900,A001367900,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001367900,A001367900,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001367900,A001367900,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001367900,A001367900,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001370375,A001370375,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001370375,A001370375,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001370375,A001370375,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001370375,A001370375,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001370375,A001370375,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001393665,A001393665,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001393665,A001393665,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
A001397014,A001397014,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001397014,A001397014,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001397014,A001397014,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001397014,A001397014,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001397014,A001397014,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001397960,A001397960,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001397960,A001397960,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
A001409228,A001409228,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001409228,A001409228,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
A001427321,A001427321,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001427321,A001427321,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001427321,A001427321,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001427321,A001427321,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001427321,A001427321,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001438120,A001438120,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001438120,A001438120,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001438120,A001438120,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001438120,A001438120,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001438120,A001438120,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001471135,A001471135,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001471135,A001471135,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001471135,A001471135,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001471135,A001471135,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001471135,A001471135,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001478803,A001478803,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001478803,A001478803,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
A001506620,A001506620,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001506620,A001506620,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
A001516623,A001516623,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001516623,A001516623,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001516623,A001516623,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001516623,A001516623,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001516623,A001516623,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001521653,A001521653,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001521653,A001521653,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001521653,A001521653,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001521653,A001521653,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001521653,A001521653,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001525457,A001525457,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001525457,A001525457,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
A001529896,A001529896,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001529896,A001529896,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001529896,A001529896,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001529896,A001529896,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001529896,A001529896,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001534217,A001534217,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001534217,A001534217,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001534217,A001534217,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001534217,A001534217,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001534217,A001534217,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001544142,A001544142,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001544142,A001544142,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001544142,A001544142,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001544142,A001544142,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001544142,A001544142,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001545475,A001545475,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001545475,A001545475,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001545475,A001545475,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001545475,A001545475,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001545475,A001545475,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001560256,A001560256,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001560256,A001560256,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001560256,A001560256,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001560256,A001560256,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001560256,A001560256,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001570399,A001570399,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001570399,A001570399,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001570399,A001570399,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001570399,A001570399,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001570399,A001570399,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001572675,A001572675,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001572675,A001572675,SensingMethod,legal_but_noninformative_enum_code,warning,1,field_rule
A001575759,A001575759,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001575759,A001575759,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001575759,A001575759,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001575759,A001575759,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001575759,A001575759,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001581917,A001581917,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001581917,A001581917,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
A001581917,A001581917,LightSource,legal_but_noninformative_enum_code,warning,255,field_rule
A001581917,A001581917,MaxApertureValue,outside_plausible_range_0.01_to_32,invalid,0,field_rule
A001581917,A001581917,DigitalZoomRatio,implausibly_large_or_device_scaled_zoom_ratio,warning,100,field_rule
A001583377,A001583377,FocalLengthIn35mmFilm,outside_plausible_range_1_to_2000,invalid,0,field_rule
A001583377,A001583377,ExposureProgram,legal_but_noninformative_enum_code,warning,0,field_rule
